product_code,name,img_link,price,proficiency_level,power_consum(W),install_type,door_cnt,total_cap(L),refrige_cap(L),freeze_cap(L),width(mm),height(mm),depth(mm),weight(kg),color,door_type,cool_type,smart_diag,ice_maker,manual_link
REF193,"LG 디오스 AI 오브제컬렉션 냉장고 (양문형, 매직스페이스)",https://www.lge.co.kr/kr/images/refrigerators/md10559852/gallery/medium-interior01.jpg,1950000,2,51.5,프리스탠딩,2,832,524,308,913,1790,913,126,오브제컬렉션 베이지 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=ligy9hfMumSaMBuWNZFGrA
REF194,LG 디오스 AI 오브제컬렉션 냉장고 (양문형),https://www.lge.co.kr/kr/images/refrigerators/md10559866/gallery/medium-interior01.jpg,1700000,2,49.0,프리스탠딩,2,832,524,308,913,1790,913,118,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=ligy9hfMumSaMBuWNZFGrA
REF195,"LG 디오스 AI 오브제컬렉션 냉장고 (양문형, 매직스페이스)",https://www.lge.co.kr/kr/images/refrigerators/md10559849/gallery/medium-interior01.jpg,2387000,2,51.5,프리스탠딩,2,832,524,308,913,1790,913,126,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=ligy9hfMumSaMBuWNZFGrA
REF196,"LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (양문형, 매직스페이스)",https://www.lge.co.kr/kr/images/refrigerators/md10741831/gallery/medium-interior01.jpg,2060000,2,51.8,프리스탠딩,2,827,524,303,913,1790,913,128,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=GvHc3SwDCDn55YmZZcWoBg
REF197,"LG 디오스 AI 오브제컬렉션 냉장고 (양문형, 매직스페이스)",https://www.lge.co.kr/kr/images/refrigerators/md10559853/gallery/medium-interior01.jpg,1900000,2,51.5,프리스탠딩,2,832,524,308,913,1790,913,124,오브제컬렉션 크림 그레이 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=ligy9hfMumSaMBuWNZFGrA
REF198,LG 디오스 AI 오브제컬렉션 냉장고 (양문형),https://www.lge.co.kr/kr/images/refrigerators/md10559859/gallery/medium-interior01.jpg,1850000,2,49.0,프리스탠딩,2,832,524,308,913,1790,913,120,클레이 민트 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=ligy9hfMumSaMBuWNZFGrA
REF199,LG 디오스 오브제컬렉션 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md09322826/gallery/medium-interior02.jpg,2750000,1,43.7,프리스탠딩,4,870,503,367,914,1787,918,146,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=a8sdGu0vrerKMqWmu5nkQ
REF200,LG 디오스 AI 오브제컬렉션 베이직 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10645840/gallery/medium-interior01.jpg,2650000,1,43.7,프리스탠딩,4,870,503,367,914,1787,918,145,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=LuQhmLf8ZMxg8pHShCqA
REF201,LG 디오스 오브제컬렉션 베이직 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10414838/gallery/medium-interior01.jpg,2500000,2,56.8,프리스탠딩,4,870,503,367,914,1787,918,125,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=LuQhmLf8ZMxg8pHShCqA
REF202,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10645838/gallery/medium-interior01.jpg,2950000,1,43.3,프리스탠딩,4,860,498,362,914,1787,918,156,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=gBGkGEXhqsi8X5dtS66UpA
REF203,LG 디오스 오브제컬렉션 STEM 베이직 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10411842/gallery/medium-interior01.jpg,2800000,2,56.3,프리스탠딩,4,860,498,362,914,1787,918,132,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=gBGkGEXhqsi8X5dtS66UpA
REF204,LG 디오스 오브제컬렉션 STEM 베이직 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10449874/gallery/medium-interior01.jpg,,2,56.3,프리스탠딩,4,860,498,362,914,1787,918,132,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=gBGkGEXhqsi8X5dtS66UpA
REF205,LG 디오스 오브제컬렉션 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10411859/gallery/medium-interior01.jpg,2900000,1,43.7,프리스탠딩,4,870,503,367,914,1787,918,146,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=LuQhmLf8ZMxg8pHShCqA
REF206,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10411838/gallery/medium-interior01.jpg,3150000,1,43.3,프리스탠딩,4,860,498,362,914,1787,918,157,오브제컬렉션 크림 화이트 / 크림 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=gBGkGEXhqsi8X5dtS66UpA
REF207,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10449870/gallery/medium-interior01.jpg,,1,43.3,프리스탠딩,4,860,498,362,914,1787,918,157,오브제컬렉션 크림 화이트 / 크림 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=gBGkGEXhqsi8X5dtS66UpA
REF208,LG 디오스 오브제컬렉션 냉장고 (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10414835/gallery/medium-interior01.jpg,2750000,2,56.8,프리스탠딩,4,870,503,367,914,1787,918,135,오브제컬렉션 크림 화이트 / 크림 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=LuQhmLf8ZMxg8pHShCqA
REF209,LG 디오스 AI 오브제컬렉션 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10681855/gallery/medium-interior01.jpg,2800000,1,43.7,프리스탠딩,4,870,503,367,914,1787,918,145,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,
REF210,LG 디오스 AI 오브제컬렉션 냉장고,https://www.lge.co.kr/kr/images/refrigerators/md10681861/gallery/medium-interior01.jpg,2600000,2,56.8,프리스탠딩,4,870,503,367,914,1787,918,125,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=LuQhmLf8ZMxg8pHShCqA
REF211,LG 디오스 AI 오브제컬렉션 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10681851/gallery/medium-interior01.jpg,3000000,1,43.7,프리스탠딩,4,870,503,367,914,1787,918,146,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=LuQhmLf8ZMxg8pHShCqA
REF212,LG 디오스 AI 오브제컬렉션 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10758826/gallery/medium-interior01.jpg,3100000,1,43.7,프리스탠딩,4,870,503,367,914,1787,918,146,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,
REF213,LG 디오스 AI 오브제컬렉션 냉장고 (노크온),https://www.lge.co.kr/kr/images/refrigerators/md10681854/gallery/medium-interior01.jpg,2850000,2,56.8,프리스탠딩,4,870,503,367,914,1787,918,135,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=LuQhmLf8ZMxg8pHShCqA
REF214,LG 디오스 AI 오브제컬렉션 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10681849/gallery/medium-interior01.jpg,3100000,2,56.3,프리스탠딩,4,865,498,367,914,1787,918,143,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=LuQhmLf8ZMxg8pHShCqA
REF215,"LG 디오스 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스,본체)",https://www.lge.co.kr/kr/images/refrigerators/md10364832/gallery/medium01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1866,918,176,패널 선택 필요,,멀티냉각방식,1,1,
REF216,LG 디오스 오브제컬렉션 STEM 얼음정수 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10419831/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1860,918,182,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=qyFbenPpeJ0kzHxiHWoA
REF217,LG 디오스 오브제컬렉션 STEM 얼음정수 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10419828/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1860,918,180,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=qyFbenPpeJ0kzHxiHWoA
REF218,"LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (매직스페이스, 본체)",https://www.lge.co.kr/kr/images/refrigerators/md10604854/gallery/medium01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1860,918,172,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
REF219,"LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스, 본체)",https://www.lge.co.kr/kr/images/refrigerators/md10574850/gallery/medium01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1860,918,178,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
REF220,"LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스, 본체)",https://www.lge.co.kr/kr/images/refrigerators/md10574849/gallery/medium01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1866,918,178,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
REF221,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604855/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1860,918,185,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,
REF222,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10597854/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1860,918,188,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
REF223,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10602833/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1866,918,188,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,
REF224,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10602833/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1866,918,188,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
REF225,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10615838/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1860,918,185,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
REF226,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10615831/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1866,918,185,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
REF227,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10615831/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1866,918,185,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
REF228,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10615840/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1860,918,182,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
REF229,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10615833/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1860,918,185,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
REF230,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10615826/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1866,918,185,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
REF231,LG 디오스 AI 오브제컬렉션 STEM 얼음정수 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10615826/gallery/medium-interior01.jpg,,2,54.4,프리스탠딩,4,817,457,360,914,1866,918,185,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuxBkLRxdz1W2A8vSwdIaQ
